asn,confidence,country,created_ts,feed_id,id,import_session_id,ip,is_public,itype,latitude,longitude,meta,modified_ts,org,owner_organization_id,rdns,resource_uri,source,status,tags,threatscore,type,value
29030,60,BG,2015-02-02T05:24:29.095Z,171,8616114,,87.121.9.217,TRUE,bot_ip,42.2,24.3333,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:29.095Z,Telecable Pazardjik,2,,/api/v2/intelligence/8616114/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",15,ip,87.121.9.217
15975,65,PS,2015-02-02T05:24:29.010Z,171,8616112,,37.8.35.86,TRUE,bot_ip,31.9,35.2,"{""severity"": ""high"", ""detail"": ""dionaea,SipCall,port-5060""}",2015-02-02T05:24:29.010Z,Hadara,2,,/api/v2/intelligence/8616112/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""SipCall""}, {""source_user_id"": null, ""name"": ""port-5060""}]",17,ip,37.8.35.86
3269,55,IT,2015-02-02T05:24:28.911Z,171,8616109,,95.238.229.163,TRUE,bot_ip,41.9,12.4833,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP""}",2015-02-02T05:24:28.911Z,Telecom Italia,2,,/api/v2/intelligence/8616109/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}]",14,ip,95.238.229.163
9934,60,MN,2015-02-02T05:24:28.098Z,171,8616107,,202.179.8.74,TRUE,bot_ip,47.9167,106.9167,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:28.098Z,Micom-network-corporate-cust,2,,/api/v2/intelligence/8616107/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",15,ip,202.179.8.74
17597,55,KR,2015-02-02T05:24:28.071Z,171,8616106,,203.123.209.40,TRUE,bot_ip,37.57,126.98,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:28.071Z,TBROAD Saerom Broadcasting,2,,/api/v2/intelligence/8616106/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",14,ip,203.123.209.40
20207,30,AR,2015-02-02T05:24:28.012Z,171,8616103,,190.57.239.164,TRUE,bot_ip,-30.9546,-58.7833,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows NT kernel,Ethernet or modem""}",2015-02-02T05:24:28.012Z,Gigared S.A.,2,,/api/v2/intelligence/8616103/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-NT-kernel""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",8,ip,190.57.239.164
45595,50,PK,2015-02-02T05:24:27.952Z,171,8616102,,119.159.101.25,TRUE,bot_ip,31.5497,74.3436,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:27.952Z,PTCL,2,,/api/v2/intelligence/8616102/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",13,ip,119.159.101.25
4134,80,CN,2015-02-02T05:24:27.890Z,171,8616101,,113.16.54.78,TRUE,bot_ip,22.8167,108.3167,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,DSL""}",2015-02-02T05:24:27.890Z,China Telecom Guangxi,2,,/api/v2/intelligence/8616101/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""DSL""}]",20,ip,113.16.54.78
9498,55,IN,2015-02-02T05:24:27.829Z,171,8616100,,182.74.46.114,TRUE,bot_ip,28.4667,77.0333,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows 7 or 8,Ethernet or modem""}",2015-02-02T05:24:27.829Z,Bharti Airtel,2,,/api/v2/intelligence/8616100/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-7-or-8""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",14,ip,182.74.46.114
4713,45,JP,2015-02-02T05:24:27.118Z,171,8616098,,60.42.109.63,TRUE,bot_ip,35.685,139.7514,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP,DSL""}",2015-02-02T05:24:27.118Z,NTT Plala Inc.,2,,/api/v2/intelligence/8616098/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""DSL""}]",12,ip,60.42.109.63
31204,60,MD,2015-02-02T05:24:27.081Z,171,8616097,,89.149.91.31,TRUE,bot_ip,47.0056,28.8575,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:27.081Z,JV Sun Communications S.R.L.,2,,/api/v2/intelligence/8616097/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",15,ip,89.149.91.31
22552,80,US,2015-02-02T05:24:27.009Z,171,8616095,,199.87.232.178,TRUE,bot_ip,34.053,-118.2642,"{""severity"": ""high"", ""detail"": ""dionaea,microsoft-ds,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:27.009Z,eSited Solutions,2,,/api/v2/intelligence/8616095/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""microsoft-ds""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",20,ip,199.87.232.178
3786,75,KR,2015-02-02T05:24:25.941Z,171,8616094,,211.32.132.20,TRUE,bot_ip,37.57,126.98,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:25.941Z,DACOM Corp.,2,,/api/v2/intelligence/8616094/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",19,ip,211.32.132.20
4750,65,TH,2015-02-02T05:24:25.871Z,171,8616093,,58.137.112.204,TRUE,bot_ip,13.754,100.5014,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:25.871Z,CS LoxInfo,2,,/api/v2/intelligence/8616093/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",17,ip,58.137.112.204
8402,50,RU,2015-02-02T05:24:25.841Z,171,8616092,,93.80.135.193,TRUE,bot_ip,60,100,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,generic tunnel or VPN""}",2015-02-02T05:24:25.841Z,Beeline,2,,/api/v2/intelligence/8616092/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""generic-tunnel-or-VPN""}]",13,ip,93.80.135.193
25500,55,UA,2015-02-02T05:24:25.807Z,171,8616091,,77.47.196.101,TRUE,bot_ip,50.4333,30.5167,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,Ethernet or modem""}",2015-02-02T05:24:25.807Z,National Technical University of Ukraine,2,,/api/v2/intelligence/8616091/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""Ethernet-or-modem""}]",14,ip,77.47.196.101
3462,45,TW,2015-02-02T05:24:24.768Z,171,8616090,,1.171.1.118,TRUE,bot_ip,23.5,121,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows NT kernel,IPIP or SIT""}",2015-02-02T05:24:24.768Z,"CHTD, Chunghwa Telecom Co., Ltd.",2,,/api/v2/intelligence/8616090/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-NT-kernel""}, {""source_user_id"": null, ""name"": ""IPIP-or-SIT""}]",12,ip,1.171.1.118
15975,80,PS,2015-02-02T05:24:24.696Z,171,8616088,,37.8.44.172,TRUE,bot_ip,31.9,35.2,"{""severity"": ""high"", ""detail"": ""dionaea,SipSession,port-5060""}",2015-02-02T05:24:24.696Z,Hadara,2,,/api/v2/intelligence/8616088/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""SipSession""}, {""source_user_id"": null, ""name"": ""port-5060""}]",20,ip,37.8.44.172
15500,55,RU,2015-02-02T05:24:23.778Z,171,8616086,,80.234.67.106,TRUE,bot_ip,52.9651,36.0785,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,IPIP or SIT""}",2015-02-02T05:24:23.778Z,samtel,2,,/api/v2/intelligence/8616086/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""IPIP-or-SIT""}]",14,ip,80.234.67.106
51074,35,IR,2015-02-02T05:24:23.748Z,171,8616085,,5.221.157.170,TRUE,bot_ip,32,53,"{""severity"": ""high"", ""detail"": ""dionaea,smbd,port-445,Windows XP,IPIP or SIT""}",2015-02-02T05:24:23.748Z,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joi,2,,/api/v2/intelligence/8616085/,TS LABS MHN Tagged,active,"[{""source_user_id"": null, ""name"": ""dionaea""}, {""source_user_id"": null, ""name"": ""smbd""}, {""source_user_id"": null, ""name"": ""port-445""}, {""source_user_id"": null, ""name"": ""Windows-XP""}, {""source_user_id"": null, ""name"": ""IPIP-or-SIT""}]",9,ip,5.221.157.170
131090,55,TH,2015-02-02T05:23:00.053Z,26,8616084,,110.78.144.40,TRUE,brute_ip,15,100,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:23:00.053Z,CAT Telecom public company Ltd,2,,/api/v2/intelligence/8616084/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",14,ip,110.78.144.40
197226,60,PL,2015-02-02T05:22:59.240Z,26,8616082,,155.133.18.239,TRUE,brute_ip,52,20,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:59.240Z,FUZ Adam Rojek,2,,/api/v2/intelligence/8616082/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",15,ip,155.133.18.239
46664,55,US,2015-02-02T05:22:57.238Z,26,8616081,,173.242.114.154,TRUE,brute_ip,41.2029,-75.9027,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:57.238Z,VolumeDrive,2,,/api/v2/intelligence/8616081/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",14,ip,173.242.114.154
200002,90,BG,2015-02-02T05:22:56.805Z,26,8616080,,78.159.142.16,TRUE,brute_ip,42.6833,23.3167,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:56.805Z,Speedy net EAD,2,,/api/v2/intelligence/8616080/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",23,ip,78.159.142.16
33758,60,US,2015-02-02T05:22:54.737Z,26,8616079,,137.118.102.107,TRUE,brute_ip,35.6169,-76.485,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.737Z,TriCounty Communications,2,,/api/v2/intelligence/8616079/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",15,ip,137.118.102.107
37061,75,KE,2015-02-02T05:22:54.414Z,26,8616076,,41.203.214.98,TRUE,brute_ip,1,38,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.414Z,ONECOM,2,,/api/v2/intelligence/8616076/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",19,ip,41.203.214.98
37061,85,KE,2015-02-02T05:22:54.343Z,26,8616075,,41.203.214.42,TRUE,brute_ip,1,38,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.343Z,ONECOM,2,,/api/v2/intelligence/8616075/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",22,ip,41.203.214.42
7922,65,US,2015-02-02T05:22:54.198Z,26,8616074,,71.227.193.155,TRUE,brute_ip,47.2529,-122.4443,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.198Z,Comcast Cable,2,,/api/v2/intelligence/8616074/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,71.227.193.155
35141,65,BG,2015-02-02T05:22:54.106Z,26,8616072,,95.111.96.48,TRUE,brute_ip,42.6833,23.3167,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.106Z,Obelia 1 quarter,2,,/api/v2/intelligence/8616072/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,95.111.96.48
33588,20,US,2015-02-02T05:22:54.053Z,26,8616071,,174.45.83.73,TRUE,brute_ip,45.772,-110.9349,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.053Z,Charter Communications,2,,/api/v2/intelligence/8616071/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",5,ip,174.45.83.73
33763,70,NA,2015-02-02T05:22:54.037Z,26,8616070,,41.218.90.233,TRUE,brute_ip,-22.57,17.0836,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:54.037Z,Paratus-Telecom,2,,/api/v2/intelligence/8616070/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",18,ip,41.218.90.233
32107,60,US,2015-02-02T05:22:52.152Z,26,8616069,,208.53.102.119,TRUE,brute_ip,47.6727,-122.1873,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:52.152Z,Wave Broadband,2,,/api/v2/intelligence/8616069/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",15,ip,208.53.102.119
30164,30,US,2015-02-02T05:22:51.425Z,26,8616068,,24.51.45.194,TRUE,brute_ip,41.507,-97.0793,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:51.425Z,"Usa Companies, Lp",2,,/api/v2/intelligence/8616068/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",8,ip,24.51.45.194
12660,50,IR,2015-02-02T05:22:50.476Z,26,8616065,,213.233.183.159,TRUE,brute_ip,36.6736,48.4787,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:50.476Z,"Zanjan Dormitory, Sharif University of Technology",2,,/api/v2/intelligence/8616065/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",13,ip,213.233.183.159
12083,75,US,2015-02-02T05:22:50.409Z,26,8616064,,207.98.208.63,TRUE,brute_ip,27.9658,-82.8001,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:50.409Z,WideOpenWest,2,,/api/v2/intelligence/8616064/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",19,ip,207.98.208.63
27699,75,BR,2015-02-02T05:22:50.369Z,26,8616063,,191.255.246.51,TRUE,brute_ip,-23.4733,-46.6658,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:50.369Z,Vivo,2,,/api/v2/intelligence/8616063/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",19,ip,191.255.246.51
27569,65,US,2015-02-02T05:22:50.303Z,26,8616062,,69.85.73.83,TRUE,brute_ip,39.0783,-108.4868,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:50.303Z,Grand Valley Internet,2,,/api/v2/intelligence/8616062/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,69.85.73.83
26859,65,US,2015-02-02T05:22:50.190Z,26,8616061,,69.67.98.42,TRUE,brute_ip,39.7146,-105.2433,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:50.190Z,Fortis Communications,2,,/api/v2/intelligence/8616061/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,69.67.98.42
25176,80,SE,2015-02-02T05:22:48.762Z,26,8616060,,81.8.233.55,TRUE,brute_ip,62,15,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:48.762Z,LaNet Vasterbotten Data och Tele AB,2,,/api/v2/intelligence/8616060/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",20,ip,81.8.233.55
24521,65,ID,2015-02-02T05:22:48.687Z,26,8616059,,112.109.17.110,TRUE,brute_ip,-7.2492,112.7508,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:48.687Z,PT. DATA Utama Dinamika,2,,/api/v2/intelligence/8616059/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,112.109.17.110
23316,75,US,2015-02-02T05:22:47.697Z,26,8616058,,98.159.83.41,TRUE,brute_ip,33.7542,-118.2019,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:47.697Z,"Bel Air Internet, LLC",2,,/api/v2/intelligence/8616058/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",19,ip,98.159.83.41
23316,40,US,2015-02-02T05:22:47.634Z,26,8616057,,108.60.47.11,TRUE,brute_ip,34.0194,-118.4912,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:47.634Z,"Bel Air Internet, LLC",2,,/api/v2/intelligence/8616057/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",10,ip,108.60.47.11
,50,,2015-02-02T05:22:46.524Z,26,8616055,,104.220.21.216,TRUE,brute_ip,,,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:46.524Z,,2,,/api/v2/intelligence/8616055/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",13,ip,104.220.21.216
22054,70,US,2015-02-02T05:22:46.458Z,26,8616054,,216.235.97.134,TRUE,brute_ip,47.2389,-123.2061,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:46.458Z,Hood Canal Communications,2,,/api/v2/intelligence/8616054/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",18,ip,216.235.97.134
19271,30,US,2015-02-02T05:22:44.385Z,26,8616053,,72.35.94.18,TRUE,brute_ip,35.2271,-80.8431,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:44.385Z,Peak 10,2,,/api/v2/intelligence/8616053/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",8,ip,72.35.94.18
12035,35,US,2015-02-02T05:22:41.827Z,26,8616051,,204.195.149.166,TRUE,brute_ip,25.7829,-80.1358,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:41.827Z,Atlantic Broadband,2,,/api/v2/intelligence/8616051/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",9,ip,204.195.149.166
11776,75,US,2015-02-02T05:22:41.756Z,26,8616050,,72.28.200.173,TRUE,brute_ip,39.6351,-78.7665,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:41.756Z,Atlantic Broadband,2,,/api/v2/intelligence/8616050/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",19,ip,72.28.200.173
10620,80,CO,2015-02-02T05:22:41.249Z,26,8616049,,190.146.205.53,TRUE,brute_ip,4.6492,-74.0628,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:41.249Z,Telmex Colombia S.A.,2,,/api/v2/intelligence/8616049/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",20,ip,190.146.205.53
11427,30,US,2015-02-02T05:22:41.209Z,26,8616048,,72.190.51.55,TRUE,brute_ip,32.9245,-96.8938,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:41.209Z,Time Warner Cable,2,,/api/v2/intelligence/8616048/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",8,ip,72.190.51.55
10481,70,AR,2015-02-02T05:22:41.166Z,26,8616047,,190.190.107.217,TRUE,brute_ip,-34.6534,-58.6198,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:41.166Z,Cablevision,2,,/api/v2/intelligence/8616047/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",18,ip,190.190.107.217
9930,50,US,2015-02-02T05:22:40.780Z,26,8616045,,149.129.2.241,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:40.780Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616045/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",13,ip,149.129.2.241
9930,30,US,2015-02-02T05:22:40.708Z,26,8616044,,149.129.24.18,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:40.708Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616044/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",8,ip,149.129.24.18
9930,25,US,2015-02-02T05:22:40.616Z,26,8616043,,149.129.157.250,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:40.616Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616043/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",7,ip,149.129.157.250
9930,25,US,2015-02-02T05:22:40.538Z,26,8616042,,149.129.153.251,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:40.538Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616042/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",7,ip,149.129.153.251
9381,70,HK,2015-02-02T05:22:39.969Z,26,8616041,,202.130.115.210,TRUE,brute_ip,22.2833,114.15,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:39.969Z,Wharf T&T Limited,2,,/api/v2/intelligence/8616041/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",18,ip,202.130.115.210
9930,55,US,2015-02-02T05:22:39.967Z,26,8616040,,149.129.12.210,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:39.967Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616040/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",14,ip,149.129.12.210
9269,50,HK,2015-02-02T05:22:39.891Z,26,8616039,,123.202.144.248,TRUE,brute_ip,22.2833,114.15,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:39.891Z,Hong Kong Broadband Network Ltd,2,,/api/v2/intelligence/8616039/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",13,ip,123.202.144.248
9930,40,US,2015-02-02T05:22:39.415Z,26,8616038,,149.129.24.218,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:39.415Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616038/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",10,ip,149.129.24.218
9930,25,US,2015-02-02T05:22:39.334Z,26,8616037,,149.129.3.82,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:39.334Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616037/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",7,ip,149.129.3.82
9930,65,US,2015-02-02T05:22:38.093Z,26,8616036,,149.129.147.160,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:38.093Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616036/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",17,ip,149.129.147.160
9930,50,US,2015-02-02T05:22:37.510Z,26,8616035,,149.129.191.22,TRUE,brute_ip,37.3422,-121.9052,"{""severity"": ""medium"", ""detail"": """"}",2015-02-02T05:22:37.510Z,TIME dotNet Berhad.,2,,/api/v2/intelligence/8616035/,Dragon Research SSH Brute Auth,active,"[{""source_user_id"": null, ""name"": """"}]",13,ip,149.129.191.22
