confidence,dateAdded,id,ip,lastModified,ownerName,rating,webLink
85,2014-04-12T12:54:27Z,189222,182.118.53.186,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.186&owner=Common+Community
85,2014-04-12T12:54:27Z,189478,182.118.60.11,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.11&owner=Common+Community
85,2014-04-12T12:54:27Z,188967,101.226.19.144,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.144&owner=Common+Community
85,2014-04-12T12:54:27Z,189223,182.118.53.187,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.187&owner=Common+Community
85,2014-04-12T12:54:27Z,189479,182.118.60.12,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.12&owner=Common+Community
85,2014-04-12T12:54:27Z,188968,101.226.19.148,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.148&owner=Common+Community
85,2014-04-12T12:54:27Z,189224,182.118.53.188,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.188&owner=Common+Community
85,2014-04-12T12:54:27Z,189480,182.118.60.14,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.14&owner=Common+Community
85,2014-04-12T12:54:27Z,188969,101.226.19.149,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.149&owner=Common+Community
85,2014-04-12T12:54:27Z,189225,182.118.53.189,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.189&owner=Common+Community
85,2014-04-12T12:54:27Z,189481,182.118.60.15,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.15&owner=Common+Community
85,2014-04-12T12:54:27Z,188970,101.226.19.158,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.158&owner=Common+Community
85,2014-04-12T12:54:27Z,189226,182.118.53.190,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.190&owner=Common+Community
85,2014-04-12T12:54:27Z,189482,182.118.60.16,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.16&owner=Common+Community
85,2014-04-12T12:54:27Z,188971,101.226.19.73,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.73&owner=Common+Community
85,2014-04-12T12:54:27Z,189227,182.118.53.193,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.193&owner=Common+Community
85,2014-04-12T12:54:27Z,189483,182.118.60.19,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.19&owner=Common+Community
85,2014-04-12T12:54:27Z,188972,101.226.19.75,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.75&owner=Common+Community
85,2014-04-12T12:54:27Z,189228,182.118.53.194,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.194&owner=Common+Community
85,2014-04-12T12:54:27Z,189484,182.118.60.20,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.20&owner=Common+Community
85,2014-04-12T12:54:27Z,188973,101.226.19.78,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.78&owner=Common+Community
85,2014-04-12T12:54:27Z,189229,182.118.53.195,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.195&owner=Common+Community
85,2014-04-12T12:54:27Z,189485,182.118.60.22,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.22&owner=Common+Community
85,2014-04-12T12:54:27Z,188974,101.226.19.86,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.86&owner=Common+Community
85,2014-04-12T12:54:27Z,189230,182.118.53.19,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.19&owner=Common+Community
85,2014-04-12T12:54:27Z,189486,182.118.60.23,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.23&owner=Common+Community
85,2014-04-12T12:54:27Z,188975,101.226.19.92,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.92&owner=Common+Community
85,2014-04-12T12:54:27Z,189231,182.118.53.201,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.201&owner=Common+Community
85,2014-04-12T12:54:27Z,189487,182.118.60.25,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.25&owner=Common+Community
85,2014-04-12T12:54:27Z,188976,101.226.19.93,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=101.226.19.93&owner=Common+Community
85,2014-04-12T12:54:27Z,189232,182.118.53.202,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.202&owner=Common+Community
85,2014-04-12T12:54:27Z,189488,182.118.60.27,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.27&owner=Common+Community
85,2014-04-12T12:54:27Z,188977,180.153.187.218,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.187.218&owner=Common+Community
85,2014-04-12T12:54:27Z,189233,182.118.53.204,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.204&owner=Common+Community
85,2014-04-12T12:54:27Z,189489,182.118.60.28,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.28&owner=Common+Community
85,2014-04-12T12:54:27Z,188978,180.153.187.239,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.187.239&owner=Common+Community
85,2014-04-12T12:54:27Z,189234,182.118.53.206,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.206&owner=Common+Community
85,2014-04-12T12:54:27Z,189490,182.118.60.30,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.30&owner=Common+Community
85,2014-04-12T12:54:27Z,188979,180.153.187.250,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.187.250&owner=Common+Community
85,2014-04-12T12:54:27Z,189235,182.118.53.207,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.207&owner=Common+Community
85,2014-04-12T12:54:27Z,189491,182.118.60.33,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.33&owner=Common+Community
85,2014-04-12T12:54:27Z,188980,180.153.188.101,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.101&owner=Common+Community
85,2014-04-12T12:54:27Z,189236,182.118.53.20,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.20&owner=Common+Community
85,2014-04-12T12:54:27Z,189492,182.118.60.34,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.34&owner=Common+Community
85,2014-04-12T12:54:27Z,188981,180.153.188.103,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.103&owner=Common+Community
85,2014-04-12T12:54:27Z,189237,182.118.53.210,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.210&owner=Common+Community
85,2014-04-12T12:54:27Z,189493,182.118.60.37,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.37&owner=Common+Community
85,2014-04-12T12:54:27Z,188982,180.153.188.112,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.112&owner=Common+Community
85,2014-04-12T12:54:27Z,189238,182.118.53.212,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.212&owner=Common+Community
85,2014-04-12T12:54:27Z,189494,182.118.60.38,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.38&owner=Common+Community
85,2014-04-12T12:54:27Z,188983,180.153.188.118,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.118&owner=Common+Community
85,2014-04-12T12:54:27Z,189239,182.118.53.213,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.213&owner=Common+Community
85,2014-04-12T12:54:27Z,189495,182.118.60.39,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.39&owner=Common+Community
85,2014-04-12T12:54:27Z,188984,180.153.188.132,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.132&owner=Common+Community
85,2014-04-12T12:54:27Z,189240,182.118.53.214,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.214&owner=Common+Community
85,2014-04-12T12:54:27Z,189496,182.118.60.40,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.40&owner=Common+Community
85,2014-04-12T12:54:27Z,188985,180.153.188.134,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.134&owner=Common+Community
85,2014-04-12T12:54:27Z,189241,182.118.53.215,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.215&owner=Common+Community
85,2014-04-12T12:54:27Z,189497,182.118.60.42,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.42&owner=Common+Community
85,2014-04-12T12:54:27Z,188986,180.153.188.13,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.13&owner=Common+Community
85,2014-04-12T12:54:27Z,189242,182.118.53.216,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.216&owner=Common+Community
85,2014-04-12T12:54:27Z,189498,182.118.60.43,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.43&owner=Common+Community
85,2014-04-12T12:54:27Z,188987,180.153.188.140,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.140&owner=Common+Community
85,2014-04-12T12:54:27Z,189243,182.118.53.219,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.219&owner=Common+Community
85,2014-04-12T12:54:27Z,189499,182.118.60.44,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.44&owner=Common+Community
85,2014-04-12T12:54:27Z,188988,180.153.188.146,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.146&owner=Common+Community
85,2014-04-12T12:54:27Z,189244,182.118.53.21,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.21&owner=Common+Community
85,2014-04-12T12:54:27Z,189500,182.118.60.45,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.45&owner=Common+Community
85,2014-04-12T12:54:27Z,188989,180.153.188.148,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.148&owner=Common+Community
85,2014-04-12T12:54:27Z,189245,182.118.53.220,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.220&owner=Common+Community
85,2014-04-12T12:54:27Z,189501,182.118.60.46,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.46&owner=Common+Community
85,2014-04-12T12:54:27Z,188990,180.153.188.150,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.150&owner=Common+Community
85,2014-04-12T12:54:27Z,189246,182.118.53.221,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.221&owner=Common+Community
85,2014-04-12T12:54:27Z,189502,182.118.60.48,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.48&owner=Common+Community
85,2014-04-12T12:54:27Z,188991,180.153.188.151,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.151&owner=Common+Community
85,2014-04-12T12:54:27Z,189247,182.118.53.223,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.223&owner=Common+Community
85,2014-04-12T12:54:27Z,189503,182.118.60.50,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.50&owner=Common+Community
85,2014-04-12T12:54:27Z,188992,180.153.188.157,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.157&owner=Common+Community
85,2014-04-12T12:54:27Z,189248,182.118.53.225,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.225&owner=Common+Community
85,2014-04-12T12:54:27Z,189504,182.118.60.51,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.51&owner=Common+Community
85,2014-04-12T12:54:27Z,188993,180.153.188.172,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.172&owner=Common+Community
85,2014-04-12T12:54:27Z,189249,182.118.53.226,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.226&owner=Common+Community
85,2014-04-12T12:54:27Z,189505,182.118.60.52,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.52&owner=Common+Community
85,2014-04-12T12:54:27Z,188994,180.153.188.177,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.177&owner=Common+Community
85,2014-04-12T12:54:27Z,189250,182.118.53.228,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.228&owner=Common+Community
85,2014-04-12T12:54:27Z,189506,182.118.60.53,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.53&owner=Common+Community
85,2014-04-12T12:54:27Z,188995,180.153.188.184,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.184&owner=Common+Community
85,2014-04-12T12:54:27Z,189251,182.118.53.229,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.229&owner=Common+Community
85,2014-04-12T12:54:27Z,189507,182.118.60.55,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.55&owner=Common+Community
85,2014-04-12T12:54:27Z,188996,180.153.188.186,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.186&owner=Common+Community
85,2014-04-12T12:54:27Z,189252,182.118.53.22,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.22&owner=Common+Community
85,2014-04-12T12:54:27Z,189508,182.118.60.56,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.56&owner=Common+Community
85,2014-04-12T12:54:27Z,188997,180.153.188.191,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.191&owner=Common+Community
85,2014-04-12T12:54:27Z,189253,182.118.53.230,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.230&owner=Common+Community
85,2014-04-12T12:54:27Z,189509,182.118.60.57,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.57&owner=Common+Community
85,2014-04-12T12:54:27Z,188998,180.153.188.195,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.195&owner=Common+Community
85,2014-04-12T12:54:27Z,189254,182.118.53.232,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.232&owner=Common+Community
85,2014-04-12T12:54:27Z,189510,182.118.60.58,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.58&owner=Common+Community
85,2014-04-12T12:54:27Z,188999,180.153.188.203,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.203&owner=Common+Community
85,2014-04-12T12:54:27Z,189255,182.118.53.235,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.235&owner=Common+Community
85,2014-04-12T12:54:27Z,189511,182.118.60.60,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.60&owner=Common+Community
85,2014-04-12T12:54:27Z,189000,180.153.188.209,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.209&owner=Common+Community
85,2014-04-12T12:54:27Z,189256,182.118.53.236,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.236&owner=Common+Community
85,2014-04-12T12:54:27Z,189512,182.118.60.61,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.61&owner=Common+Community
85,2014-04-12T12:54:27Z,189001,180.153.188.211,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.211&owner=Common+Community
85,2014-04-12T12:54:27Z,189257,182.118.53.237,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.237&owner=Common+Community
85,2014-04-12T12:54:27Z,189513,182.118.60.62,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.62&owner=Common+Community
85,2014-04-12T12:54:27Z,189002,180.153.188.216,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.216&owner=Common+Community
85,2014-04-12T12:54:27Z,189258,182.118.53.238,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.238&owner=Common+Community
85,2014-04-12T12:54:27Z,189514,182.118.60.63,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.63&owner=Common+Community
85,2014-04-12T12:54:27Z,189003,180.153.188.226,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.226&owner=Common+Community
85,2014-04-12T12:54:27Z,189259,182.118.53.240,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.240&owner=Common+Community
85,2014-04-12T12:54:27Z,189515,182.118.60.64,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.64&owner=Common+Community
85,2014-04-12T12:54:27Z,189004,180.153.188.227,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.227&owner=Common+Community
85,2014-04-12T12:54:27Z,189260,182.118.53.241,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.241&owner=Common+Community
85,2014-04-12T12:54:27Z,189516,182.118.60.65,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.65&owner=Common+Community
85,2014-04-12T12:54:27Z,189005,180.153.188.230,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.230&owner=Common+Community
85,2014-04-12T12:54:27Z,189261,182.118.53.243,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.243&owner=Common+Community
85,2014-04-12T12:54:27Z,189517,182.118.60.66,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.66&owner=Common+Community
85,2014-04-12T12:54:27Z,189006,180.153.188.243,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.243&owner=Common+Community
85,2014-04-12T12:54:27Z,189262,182.118.53.244,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.244&owner=Common+Community
85,2014-04-12T12:54:27Z,189518,182.118.60.68,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.68&owner=Common+Community
85,2014-04-12T12:54:27Z,189007,180.153.188.249,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.249&owner=Common+Community
85,2014-04-12T12:54:27Z,189263,182.118.53.246,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.246&owner=Common+Community
85,2014-04-12T12:54:27Z,189519,182.118.60.69,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.69&owner=Common+Community
85,2014-04-12T12:54:27Z,189008,180.153.188.29,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.29&owner=Common+Community
85,2014-04-12T12:54:27Z,189264,182.118.53.247,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.247&owner=Common+Community
85,2014-04-12T12:54:27Z,189520,182.118.60.70,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.70&owner=Common+Community
85,2014-04-12T12:54:27Z,189009,180.153.188.36,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.36&owner=Common+Community
85,2014-04-12T12:54:27Z,189265,182.118.53.248,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.248&owner=Common+Community
85,2014-04-12T12:54:27Z,189521,182.118.60.73,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.73&owner=Common+Community
85,2014-04-12T12:54:27Z,189010,180.153.188.77,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.77&owner=Common+Community
85,2014-04-12T12:54:27Z,189266,182.118.53.251,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.251&owner=Common+Community
85,2014-04-12T12:54:27Z,189522,182.118.60.75,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.75&owner=Common+Community
85,2014-04-12T12:54:27Z,189011,180.153.188.78,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.78&owner=Common+Community
85,2014-04-12T12:54:27Z,189267,182.118.53.252,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.252&owner=Common+Community
85,2014-04-12T12:54:27Z,189523,182.118.60.76,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.60.76&owner=Common+Community
85,2014-04-12T12:54:27Z,189012,180.153.188.81,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=180.153.188.81&owner=Common+Community
85,2014-04-12T12:54:27Z,189268,182.118.53.254,2014-04-12T12:54:27Z,Common Community,4,https://app.threatconnect.com/tc/auth/indicators/details/address.xhtml?address=182.118.53.254&owner=Common+Community
